اسم المنتج,الوصف,السعر قبل,السعر بعد,متاح,رابط صفحة التفاصيل,رابط الصورة,الصورة المحلية
كريم البروبلس 25 جم+ ماسك مانوكا 50جم (عرض خاص),هذا العرض الخاص يشمل كريم بروبوليس للاكزيما (25 جم) لتخفيف أعراض الإكزيما وماسك مانوكا (50 جم) للعناية العميقة بالبشرة. الثنائي المثالي لشفاء وتغذية البشرة بمكونات طبيعية.,,16.200,نعم,https://mujeza.com/ar/product/propolis-cream-25gm---manuka-mask-50gm,https://mujeza.com/public/uploads/products/propolis-cream-tube-eczema--25gm-manuka-mask-50gm-special-offer.webp,images/product_201.webp
علكة البروبوليس (15حبة),استمتع بطعم النعناع المنعش مع علكة البروبوليس بنكهة النعناع في عبوة مريحة بوزن . تجمع هذه العلكة بين البروبوليس الطبيعي ونكهة النعناع، مما يوفر طعماً لذيذاً وفوائد محتملة لصحة الفم. مثالية لأولئك الذين يبحثون عن تجربة علكة منعشة ومعززة للصحة.,,1.250,نعم,https://mujeza.com/ar/product/propolis-gum-with-mint--15piece,https://mujeza.com/public/uploads/products/propolis-gum-with-mint--15piece1764068463.webp,images/product_202.webp
عسل البروبوليس 600جم,عزز مناعتك مع عسل البروبوليس 600 جم. يمتزج هذا العسل الطبيعي مع البروبوليس المعروف بخصائصه المضادة للأكسدة والبكتيريا. استمتع بنكهته الغنية وفوائده الصحية، مما يجعله إضافة مثالية لنظامك الغذائي لدعم المناعة والصحة العامة.,,9.900,نعم,https://mujeza.com/ar/product/propolis-honey-600gm,https://mujeza.com/public/uploads/product_additional_images/1727149425.webp,images/product_203.webp
مرطب الشفاة بالعكبر 5جرام,حافظ على شفتيك مغذيتين ومحميتين مع بلسم الشفاه بالبروبوليس. يوفر هذا البلسم بوزن 5 جرام ترطيبًا طبيعيًا ورعاية مهدئة، معززًا بخصائص البروبوليس العلاجية. مثالي للحفاظ على الشفاه ناعمة وسلسة، ويساعد في حماية الشفاه من الجفاف والتشقق، مما يضمن الراحة وا,,1.500,نعم,https://mujeza.com/ar/product/propolis-lip-balm-5gm,https://mujeza.com/public/uploads/products/propolis-lip-balm-5gm.webp,images/product_204.webp
صابون المعجزة بالبروبوليس 100جم (صناعة يدوية),صابون المعجزة بالبروبوليس) العكبر صنعت للتخلص من مشاكل البشرة والجسم,,0.990,نعم,https://mujeza.com/ar/product/propolis-soap-100gm--hand-made,https://mujeza.com/public/uploads/products/propolis-soap-100gm--hand-made1759245069.webp,images/product_205.webp
صابون البروبلس 150 جرام,نظف بشرتك واحمها بشكل طبيعي مع صابون البروبوليس. يحتوي هذا الصابون بوزن 150 جرام على خصائص البروبوليس المضادة للبكتيريا والمعالجة، مما يوفر تنظيفًا لطيفًا وفعالًا. مثالي للبشرة الحساسة، يساعد في الترطيب والحماية واستعادة توازن البشرة الطبيعي مع تهدئة,,0.990,نعم,https://mujeza.com/ar/product/propolis-soap-150-gram,https://mujeza.com/public/uploads/product_additional_images/1727122130.webp,images/product_206.webp
مزيل للعرق طبيعي بالبروبوليس50ملي,استمتع بفوائد رول-أون البروبوليس 50 مل. يجمع هذا الرول-أون الطبيعي بين قوة البروبوليس وتطبيقه المريح، مما يوفر فوائد صحية وعافية. مثالي لتهدئة البشرة ودعم الرفاهية العامة، فهو يوفر طريقة مريحة وفعالة لدمج البروبوليس في روتينك اليومي.,,2.200,نعم,https://mujeza.com/ar/product/propolisrollon-50ml,https://mujeza.com/public/uploads/products/propolisrollon-50ml1777040496.webp,images/product_207.webp
يرقات ملكات النحل 150جرام,اكتشف الفوائد القوية ليرقات ملكة النحل من موجزة، المليئة بالعناصر الغذائية لتعزيز الطاقة والحيوية والصحة العامة. يحتوي هذا البرطمان بوزن 150 جم على مكونات طبيعية مثالية لدعم المناعة وتعزيز الصحة.,,14.000,نعم,https://mujeza.com/ar/product/queen-bee-larvae-150gm,https://mujeza.com/public/uploads/product_additional_images/1727135182.webp,images/product_208.webp
عسل ريفريش اكسترا 500جم,اكتشف فوائد عسل ريفريش إكسترا 500 جم المنشطة. هذا العسل الفاخر مصمم لتعزيز الحيوية ودعم الصحة العامة. مثالي لزيادة الطاقة وتحسين صحتك اليومية، فهو يقدم حلاوة طبيعية غنية يمكن الاستمتاع بها بطرق متعددة.,,10.000,نعم,https://mujeza.com/ar/product/refresh-extra-honey--500g,https://mujeza.com/public/uploads/product_additional_images/1737959864.webp,images/product_209.webp
ملاعق عسل الريفرش (16ملعقة×10جرام),استمتع بحلاوة العسل الطبيعي وفوائده الصحية مع ملاعق عسل الريفرش بوزن 10 جرام. تحتوي هذه العبوة على 16 ملعقة، مثالية للاستخدام السهل كمحلي طبيعي وتعزيز الصحة.,,6.000,نعم,https://mujeza.com/ar/product/refresh-honey-spoons--16-spoons-x-10g,https://mujeza.com/public/uploads/products/refresh-honey-spoons--16-spoons-x-10g1759230243.webp,images/product_210.webp
روزيلا (مشروب خلاصة ازهار كركديةبالعسل ) 250 مل,استمتع بطعم مشروب روسيلا المنعش، وهو نقوع الكركديه الممتاز في زجاجة سعة 250 مل. يقدم هذا المشروب الطبيعي نكهة الكركديه الحيوية، مما يوفر خيارًا منعشًا وصحيًا للترطيب والرفاهية. مثالي لأولئك الذين يبحثون عن مشروب لذيذ ومفيد.,,0.400,نعم,https://mujeza.com/ar/product/rosella--hibiscus-infution--250-ml,https://mujeza.com/public/uploads/products/rosella--hibiscus-infution--250-ml.webp,images/product_211.webp
غذاء ملكات النحل 10جرام (بودر),اكتشف فوائد مسحوق الهلام الملكي 10 جم. هذا المسحوق النقي والفعال مصنوع من الهلام الملكي الطبيعي، ويقدم مجموعة من الفوائد الصحية. مثالي لأولئك الذين يبحثون عن مكمل عالي الجودة، فهو يدعم الحيوية والصحة العامة بخصائصه الطبيعية الغنية.,,3.300,نعم,https://mujeza.com/ar/product/royal-jelly-10gm--powder,https://mujeza.com/public/uploads/product_additional_images/1762258535.webp,images/product_212.webp
كبسولات غذاء ملكات النحل 1000 ملجرام,عزز حيويتك مع كبسولات غذاء ملكات النحل 1000 ملجم. هذه المكملات الطبيعية مشتقة من النحل وتدعم صحة المناعة، وتزيد من الطاقة، وتعزز الصحة العامة.,,6.500,نعم,https://mujeza.com/ar/product/royal-jelly-capsules-1000mg,https://mujeza.com/public/uploads/products/royal-jelly-capsules-1000mg.webp,images/product_213.webp
زعفران أسباني ممتاز(2 جرام +2جرام)4 جرام,استمتع بأفضل جودة للزعفران مع الزعفران الإسباني الممتاز (2 جرام + 2 جرام) 4 جرام. مثالي للاستخدام في الطهي، لإضفاء نكهة ورائحة رائعة على أطباقك.,11.700,5.850,نعم,https://mujeza.com/ar/product/saffron-excellent-spanish-2g-2g--4gm,https://mujeza.com/public/uploads/products/saffron-excellent-spanish-2g-2g--4gm.webp,images/product_214.webp
عسل الزعفران 400 جرام (عرض خاص 2 + 1 مجانا),استفد من عرض موجزة الخاص: عسل الزعفران 400 جم (2+1). يجمع هذا المزيج الفاخر بين الزعفران النقي والعسل الطبيعي، ليقدم نكهة غنية وفوائد صحية، بما في ذلك تحسين الهضم وتعزيز المناعة. مثالي للاستخدام اليومي أو كهدية.,15.000,10.000,نعم,https://mujeza.com/ar/product/saffron-honey-400-g--2-1,https://mujeza.com/public/uploads/products/saffron-honey-400-g--2-1.webp,images/product_215.webp
عسل الزعفران 400 جرام,استمتع بمزيج عسل الزعفران الفاخر من موجزة، المصنوع من العسل النقي والزعفران الفاخر. يوفر هذا البرطمان بوزن 400 جم نكهة غنية وفاخرة مع العديد من الفوائد الصحية، بما في ذلك تعزيز المناعة وتحسين الهضم وزيادة الحيوية. مثالي للاستخدام اليومي.,,5.000,نعم,https://mujeza.com/ar/product/saffron-honey-400g,https://mujeza.com/public/uploads/product_additional_images/1726488551.webp,images/product_216.webp
شوكولاته بالقسط الهندي 500جرام,اكتشف فوائد السوسوريا كوستوس الفريدة مع شوكولاتتنا الفاخرة. تحتوي هذه العبوة بوزن 500 جرام على مزيج غني وغريب، يدمج الخصائص العشبية التقليدية للسوسوريا كوستوس مع الشوكولاتة الفاخرة. مثالية لأولئك الذين يبحثون عن علاج فاخر مع فوائد صحية إضافية، توفر ه,,10.000,نعم,https://mujeza.com/ar/product/saussurea-costus-chocolate-500gm,https://mujeza.com/public/uploads/product_additional_images/1727053847.webp,images/product_217.webp
بسكويت السميد وقشرة الاسباغول(9حبات *20جرام)180جرام,اكتشف فوائد بسكويت السميد مع قشرة الإسباجول لدينا. تحتوي هذه العبوة بوزن 180 جرام على 9 قطع كل منها 20 جرام، تجمع بين قوام السميد الغني وفوائد قشرة الإسباجول الهضمية. مثالية كوجبة خفيفة صحية تدعم صحة الجهاز الهضمي وتوفر العناصر الغذائية الأساسية.,,1.900,نعم,https://mujeza.com/ar/product/semolina-biscuits-wiyh-psyllium-husk--9piece-20g--180gm,https://mujeza.com/public/uploads/product_additional_images/1759237198.webp,images/product_218.webp
عسل سدر بالشمع 500 جرام,اكتشف النكهة الغنية والطبيعية لقرص عسل السدر من موجزة. مستخرج من أفضل أشجار السدر، يحتوي هذا القرص بوزن 500 جم على عناصر غذائية طبيعية ومضادات الأكسدة، مع فوائد صحية مثل تعزيز المناعة وتحسين الهضم. استمتع به مباشرة من قرص العسل كعلاج طبيعي.,10.000,8.000,نعم,https://mujeza.com/ar/product/sidr-honey-comb-500-grams,https://mujeza.com/public/uploads/product_additional_images/1759343923.webp,images/product_219.webp
عسل السدر مع غذاء الملكات,اكتشف المزيج المميز من عسل السدر مع غذاء ملكات النحل 600 جم. يوفر هذا المزيج الفاخر حلاوة طبيعية من عسل السدر مع العناصر الغذائية القوية لغذاء ملكات النحل. مثالي لتعزيز المناعة، تحسين الحيوية، ودعم الصحة العامة، ويعمل كمُحلٍّ طبيعي لذيذ ومغذي.,,5.500,نعم,https://mujeza.com/ar/product/sidr-honey-with-royal-jelly,https://mujeza.com/public/uploads/products/sidr-honey-with-royal-jelly-600-gram.webp,images/product_220.webp
عسل السدر بغذاء الملكات 500جم,جرب المزيج الفاخر من عسل السدر مع غذاء ملكات النحل 500 جم. يحتوي هذا المزيج الفريد على عسل السدر الطبيعي وغذاء ملكات النحل، ويوفر مجموعة كبيرة من العناصر الغذائية والفوائد الصحية، بما في ذلك دعم المناعة، وتعزيز الحيوية، والصحة العامة. مثالي كمُحلٍّ ط,,5.500,نعم,https://mujeza.com/ar/product/sidr-honey-with-royal-jelly-500-gm,https://mujeza.com/public/uploads/product_additional_images/1727149357.webp,images/product_221.webp
عسل السمر 2 كيلو (عرض خاص),استفد من العرض الخاص على عسل السمر 2 كجم. هذا العسل الطبيعي النقي 100% يوفر نكهة غنية وفوائد صحية متعددة. مثالي للاستخدام اليومي كمُحلٍّ أو لخصائصه العلاجية، ويحتوي على عناصر غذائية تدعم صحتك العامة ورفاهيتك.,50.000,30.000,نعم,https://mujeza.com/ar/product/somar-honey-2-kg-special-offer,https://mujeza.com/public/uploads/products/somar-honey-2-kg-special-offer.webp,images/product_222.webp
عرض خاص بسكويت الشوفان والاسبغول 2+1 مجانا,اغتنم هذا العرض الخاص على بسكويت الشوفان والإسبغول، المثالي كوجبة خفيفة غنية بالألياف وصحية. هذه البسكويت تعزز الهضم وهي مثالية لنظام غذائي متوازن. متاحة الآن بعرض 2+1 مجاناً!,5.700,3.800,نعم,https://mujeza.com/ar/product/special-offer-oatmeal-and-psyllium-biscuits-2-1-free,https://mujeza.com/public/uploads/products/special-offer-oatmeal-and-psyllium-biscuits-2-1-free.webp,images/product_223.webp
عرض خاص بسكويت الشوفان بالاسبغول والسميد 2+1 مجانا,استمتع بالعرض الخاص على بسكويت الشوفان مع الإسبغول والسميد! هذه البسكويت غنية بالألياف وتعزز الهضم والصحة العامة. مثالية كوجبة خفيفة صحية، الآن متاحة بعرض 2+1 مجاناً.,5.700,3.800,نعم,https://mujeza.com/ar/product/special-offer-oatmeal-cookies-with-psyllium-and-semolina-2-1-free,https://mujeza.com/public/uploads/products/special-offer-oatmeal-cookies-with-psyllium-and-semolina-2-1-free.webp,images/product_224.webp
ملاعق عسل السدر بالعكبر والغذاء الملكي(16ملعقة×10جرام)160جرام,استمتع بفوائد عسل السدر المميز مع العكبر وغذاء الملكات في ملاعق 10 جرام مريحة. تحتوي هذه العبوة بوزن 160 جرام على 16 ملعقة، مما يوفر محليًا طبيعيًا مع دعم المناعة وفوائد صحية إضافية.,,9.000,نعم,https://mujeza.com/ar/product/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--16-spoon-10g--160gm,https://mujeza.com/public/uploads/products/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--16-spoon-10g--160gm1759065323.webp,images/product_225.webp
ملاعق عسل بالبروبوليس الأخضر (العكبر) والغذاء الملكي وعسل السدر,استمتع بنكهات وفوائد عسل السدر اليمني الممزوج بالبروبوليس والغذاء الملكي. هذا العرض الخاص (16 ملعقة × 10 جرام) 1+1 مثالي لتعزيز الصحة.,18.000,9.000,نعم,https://mujeza.com/ar/product/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--16spoons-10gm-1-1,https://mujeza.com/public/uploads/products/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--16spoons-10gm-1-1.webp,images/product_226.webp
ملاعق عسل السدر اليمني سوبر 3 في عبوة 1 بالعكبر الاخضر والغذاء الملكي 1+1,عزز صحتك مع هذا المزيج المتميز من عسل السدر اليمني، العكبر الأخضر، والغذاء الملكي. يحتوي على 50 ملعقة × 10 جم، متوفر الآن في عرض 1+1.,54.000,27.000,نعم,https://mujeza.com/ar/product/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--50spoons-10gm--1-1,https://mujeza.com/public/uploads/products/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--50spoons-10gm--1-1.webp,images/product_227.webp
ملاعق عسل السدر اليمني سوبر 3 في عبوة 1 بالعكبر الاخضر والغذاء الملكي (50ملعقة×10جرام)500جرام,استمتع بعسل السدر اليمني مع البروبوليس وغذاء ملكات النحل في 50 ملعقة مريحة وجاهزة (10 جرام لكل منها). مثالية للصحة أثناء التنقل، هذه العبوة 500 جرام تدعم المناعة والصحة العامة بخصائصها الطبيعية المضادة للأكسدة. نقي وطبيعي 100%.,,27.000,نعم,https://mujeza.com/ar/product/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--50spoon-10g--500gm,https://mujeza.com/public/uploads/products/spoon-yemeni-sidr-honey-with-propolis---royal-jelly--50spoon-10g--500gm1759230867.webp,images/product_228.webp
ملاعق عسل السدر بالعكبر والغذاء الملكي(4 ملعقة×10جرام),استمتع بالنكهة الغنية والفوائد الصحية لعسل السدر اليمني من موجزة مع البروبوليس والغذاء الملكي. تحتوي كل عبوة على 4 ملاعق (10 جم لكل منها)، مما يجعلها مريحة للسفر ودعم المناعة اليومي.,,2.500,نعم,https://mujeza.com/ar/product/spoon-yemeni-sidr-honey-with-propolis---royal-jelly-4-spoon-10g,https://mujeza.com/public/uploads/products/spoon-yemeni-sidr-honey-with-propolis---royal-jelly-4-spoon-10g1759256431.webp,images/product_229.webp
